CrossRoad -4715.0:4735.0
CrossRoad 3670.0:4735.0
CrossRoad 3670.0:-4805.0
CrossRoad 295.0:3100.0
CrossRoad 3670.0:3100.0
CrossRoad 2125.0:3100.0
FourLaneRoad 325.0:3100.0 2095.0:3100.0
FourLaneRoad 2155.0:3100.0 3640.0:3100.0
FourLaneRoad 2125.0:3820.0 2125.0:3130.0
CrossRoad 2125.0:3850.0
CrossRoad 3670.0:3850.0
FourLaneRoad 3670.0:4705.0 3670.0:3880.0
FourLaneRoad 3670.0:3820.0 3670.0:3130.0
CrossRoad 295.0:-755.0
FourLaneRoad 295.0:3070.0 295.0:-725.0
CrossRoad -4715.0:-755.0
FourLaneRoad 265.0:-755.0 -4685.0:-755.0
CrossRoad 835.0:-4805.0
FourLaneRoad 3640.0:-4805.0 865.0:-4805.0
CrossRoad 835.0:-755.0
FourLaneRoad 805.0:-755.0 325.0:-755.0
FourLaneRoad 865.0:-755.0 3640.0:-755.0
CrossRoad 3670.0:-755.0
FourLaneRoad 3670.0:3070.0 3670.0:-725.0
CrossRoad 3235.0:3850.0
FourLaneRoad 2155.0:3850.0 3205.0:3850.0
FourLaneRoad 3265.0:3850.0 3640.0:3850.0
FourLaneRoad 3235.0:3880.0 3235.0:4705.0
CrossRoad 3235.0:4735.0
FourLaneRoad 3265.0:4735.0 3640.0:4735.0
CrossRoad -185.0:3100.0
FourLaneRoad 265.0:3100.0 -155.0:3100.0
FourLaneRoad -185.0:3130.0 -185.0:4705.0
CrossRoad -185.0:4735.0
FourLaneRoad -4685.0:4735.0 -215.0:4735.0
FourLaneRoad -155.0:4735.0 3205.0:4735.0
CrossRoad 835.0:-4475.0
FourLaneRoad 835.0:-4775.0 835.0:-4505.0
FourLaneRoad 805.0:-4475.0 -890.0:-4475.0
CrossRoad -920.0:-4475.0
FourLaneRoad -920.0:-4445.0 -920.0:-4280.0
CrossRoad -920.0:-4250.0
FourLaneRoad -920.0:-4220.0 -920.0:-4055.0
CrossRoad -920.0:-4025.0
FourLaneRoad -890.0:-4025.0 805.0:-4025.0
CrossRoad 835.0:-4025.0
FourLaneRoad 835.0:-4445.0 835.0:-4055.0
FourLaneRoad -950.0:-4250.0 -4685.0:-4250.0
CrossRoad -4715.0:-4250.0
FourLaneRoad -4715.0:-4220.0 -4715.0:-785.0
FourLaneRoad -215.0:3100.0 -4685.0:3100.0
CrossRoad -4715.0:3100.0
FourLaneRoad -4715.0:-725.0 -4715.0:3070.0
FourLaneRoad -4715.0:3130.0 -4715.0:4705.0
CrossRoad 835.0:-3800.0
FourLaneRoad 835.0:-3995.0 835.0:-3830.0
CrossRoad 835.0:-3185.0
FourLaneRoad 835.0:-3770.0 835.0:-3215.0
FourLaneRoad 835.0:-3155.0 835.0:-785.0
FourLaneRoad 865.0:-3185.0 3640.0:-3185.0
FourLaneRoad 865.0:-3800.0 3640.0:-3800.0
CrossRoad 3670.0:-3800.0
FourLaneRoad 3670.0:-3830.0 3670.0:-4775.0
CrossRoad 3670.0:-3185.0
FourLaneRoad 3670.0:-785.0 3670.0:-3155.0
FourLaneRoad 3670.0:-3215.0 3670.0:-3770.0
NetworkPoint 2710.0:-3815.0 -> 2755.0:-3815.0
NetworkPoint 2035.0:4750.0 -> 1990.0:4750.0
NetworkPoint -2570.0:-4265.0 -> -2525.0:-4265.0
NetworkPoint -4550.0:-4235.0 -> -4595.0:-4235.0
NetworkPoint -350.0:-4490.0 -> -305.0:-4490.0
NetworkPoint -2795.0:3085.0 -> -2750.0:3085.0
NetworkPoint -4730.0:-3575.0 -> -4730.0:-3620.0
NetworkPoint 865.0:-770.0 -> 910.0:-770.0
NetworkPoint -1880.0:4750.0 -> -1925.0:4750.0
NetworkPoint 2110.0:3550.0 -> 2110.0:3505.0
NetworkPoint 1345.0:-3170.0 -> 1300.0:-3170.0
NetworkPoint -2525.0:-4235.0 -> -2570.0:-4235.0
NetworkPoint -3920.0:-4235.0 -> -3965.0:-4235.0
NetworkPoint 3685.0:2065.0 -> 3685.0:2110.0
NetworkPoint -710.0:-4040.0 -> -665.0:-4040.0
NetworkPoint 3655.0:4390.0 -> 3655.0:4345.0
NetworkPoint 550.0:-4040.0 -> 595.0:-4040.0
NetworkPoint -2390.0:4720.0 -> -2345.0:4720.0
NetworkPoint 700.0:3115.0 -> 655.0:3115.0
NetworkPoint 280.0:1225.0 -> 280.0:1180.0
NetworkPoint 310.0:-5.0 -> 310.0:40.0
NetworkPoint 310.0:2920.0 -> 310.0:2965.0
NetworkPoint 490.0:-4460.0 -> 445.0:-4460.0
NetworkPoint -4700.0:2785.0 -> -4700.0:2830.0
NetworkPoint -935.0:-4325.0 -> -935.0:-4370.0
NetworkPoint 445.0:-740.0 -> 400.0:-740.0
NetworkPoint 130.0:-4010.0 -> 85.0:-4010.0
NetworkPoint -170.0:3490.0 -> -170.0:3535.0
NetworkPoint 3340.0:-3815.0 -> 3385.0:-3815.0
NetworkPoint -1025.0:3115.0 -> -1070.0:3115.0
NetworkPoint -2165.0:3085.0 -> -2120.0:3085.0
NetworkPoint 2710.0:3865.0 -> 2665.0:3865.0
NetworkPoint -170.0:3535.0 -> -170.0:3580.0
NetworkPoint 3370.0:-3170.0 -> 3325.0:-3170.0
NetworkPoint 820.0:-3770.0 -> 
NetworkPoint 3055.0:3115.0 -> 3010.0:3115.0
NetworkPoint 850.0:-2075.0 -> 850.0:-2030.0
NetworkPoint -1895.0:-4235.0 -> -1940.0:-4235.0
NetworkPoint -1535.0:3085.0 -> -1490.0:3085.0
NetworkPoint 2380.0:3085.0 -> 2425.0:3085.0
NetworkPoint -200.0:3715.0 -> -200.0:3670.0
NetworkPoint 3340.0:-4820.0 -> 3385.0:-4820.0
NetworkPoint 2200.0:3835.0 -> 2245.0:3835.0
NetworkPoint 775.0:4750.0 -> 730.0:4750.0
NetworkPoint 310.0:2830.0 -> 310.0:2875.0
NetworkPoint -1310.0:-4265.0 -> -1265.0:-4265.0
NetworkPoint 1660.0:-3785.0 -> 1615.0:-3785.0
NetworkPoint 1330.0:3115.0 -> 1285.0:3115.0
NetworkPoint -4535.0:4750.0 -> -4580.0:4750.0
NetworkPoint 2125.0:-770.0 -> 2170.0:-770.0
NetworkPoint -620.0:4750.0 -> -665.0:4750.0
NetworkPoint 2920.0:-3785.0 -> 2875.0:-3785.0
NetworkPoint 820.0:-755.0 -> 805.0:-740.0
NetworkPoint 850.0:-1985.0 -> 850.0:-1940.0
NetworkPoint 820.0:-2810.0 -> 820.0:-2855.0
NetworkPoint -995.0:4720.0 -> -950.0:4720.0
NetworkPoint 3655.0:-1370.0 -> 3655.0:-1415.0
NetworkPoint -935.0:-4370.0 -> -935.0:-4415.0
NetworkPoint -4100.0:-740.0 -> -4145.0:-740.0
NetworkPoint -170.0:3445.0 -> -170.0:3490.0
NetworkPoint -4700.0:-2015.0 -> -4700.0:-1970.0
NetworkPoint -4730.0:-785.0 -> -4730.0:-830.0
NetworkPoint -2840.0:-740.0 -> -2885.0:-740.0
NetworkPoint 3655.0:505.0 -> 3655.0:460.0
NetworkPoint 3685.0:-725.0 -> 3685.0:-680.0
NetworkPoint 2920.0:-4790.0 -> 2875.0:-4790.0
NetworkPoint 2455.0:4720.0 -> 2500.0:4720.0
NetworkPoint -4310.0:3115.0 -> -4355.0:3115.0
NetworkPoint -3515.0:-770.0 -> -3470.0:-770.0
NetworkPoint 2965.0:3835.0 -> 3010.0:3835.0
NetworkPoint 3655.0:4255.0 -> 3655.0:4210.0
NetworkPoint -3050.0:3115.0 -> -3095.0:3115.0
NetworkPoint -4685.0:3085.0 -> -4640.0:3085.0
NetworkPoint 3220.0:4030.0 -> 3220.0:3985.0
NetworkPoint 850.0:-3950.0 -> 850.0:-3905.0
NetworkPoint 820.0:-2720.0 -> 820.0:-2765.0
NetworkPoint -935.0:-4280.0 -> -935.0:-4325.0
NetworkPoint -155.0:4750.0 -> -170.0:4735.0 -215.0:4750.0 -185.0:4735.0
NetworkPoint -3770.0:4750.0 -> -3815.0:4750.0
NetworkPoint 280.0:-4490.0 -> 325.0:-4490.0
NetworkPoint -2510.0:4750.0 -> -2555.0:4750.0
NetworkPoint -4595.0:-4265.0 -> -4550.0:-4265.0
NetworkPoint -4700.0:40.0 -> -4700.0:85.0
NetworkPoint -4730.0:1270.0 -> -4730.0:1225.0
NetworkPoint 850.0:-2030.0 -> 850.0:-1985.0
NetworkPoint -365.0:4720.0 -> -320.0:4720.0
NetworkPoint 3220.0:3895.0 -> 3220.0:3880.0
NetworkPoint -80.0:-4040.0 -> -35.0:-4040.0
NetworkPoint -935.0:-4415.0 -> -935.0:-4445.0
NetworkPoint 3655.0:-1415.0 -> 3655.0:-1460.0
NetworkPoint -4700.0:4660.0 -> -4700.0:4705.0
NetworkPoint -170.0:3400.0 -> -170.0:3445.0
NetworkPoint -230.0:-770.0 -> -185.0:-770.0
NetworkPoint -140.0:-4460.0 -> -185.0:-4460.0
NetworkPoint 3655.0:460.0 -> 3655.0:415.0
NetworkPoint -1445.0:-740.0 -> -1490.0:-740.0
NetworkPoint 3550.0:-4790.0 -> 3505.0:-4790.0
NetworkPoint -1490.0:-770.0 -> -1445.0:-770.0
NetworkPoint -2750.0:-740.0 -> -2795.0:-740.0
NetworkPoint 3685.0:2965.0 -> 3685.0:3010.0
NetworkPoint -4700.0:-3860.0 -> -4700.0:-3815.0
NetworkPoint -4730.0:-2630.0 -> -4730.0:-2675.0
NetworkPoint 2140.0:3265.0 -> 2140.0:3310.0
NetworkPoint -2120.0:-740.0 -> -2165.0:-740.0
NetworkPoint 2875.0:-4790.0 -> 2830.0:-4790.0
NetworkPoint 3655.0:1315.0 -> 3655.0:1270.0
NetworkPoint 3685.0:85.0 -> 3685.0:130.0
NetworkPoint 3685.0:3010.0 -> 3685.0:3055.0
NetworkPoint 1540.0:3085.0 -> 1585.0:3085.0
NetworkPoint -860.0:-740.0 -> -905.0:-740.0
NetworkPoint 2035.0:-3815.0 -> 2080.0:-3815.0
NetworkPoint 2755.0:4750.0 -> 2710.0:4750.0
NetworkPoint 3655.0:-3440.0 -> 3655.0:-3485.0
NetworkPoint -2330.0:3115.0 -> -2375.0:3115.0
NetworkPoint 370.0:-4490.0 -> 415.0:-4490.0
NetworkPoint -4700.0:-3995.0 -> -4700.0:-3950.0
NetworkPoint -4730.0:-2765.0 -> -4730.0:-2810.0
NetworkPoint 1585.0:-770.0 -> 1630.0:-770.0
NetworkPoint -1160.0:4750.0 -> -1205.0:4750.0
NetworkPoint -4505.0:-4265.0 -> -4460.0:-4265.0
NetworkPoint -4685.0:3115.0 -> 
NetworkPoint 1405.0:-4820.0 -> 1450.0:-4820.0
NetworkPoint 2065.0:-3170.0 -> 2020.0:-3170.0
NetworkPoint 3685.0:-2795.0 -> 3685.0:-2750.0
NetworkPoint 115.0:3085.0 -> 160.0:3085.0
NetworkPoint -3200.0:-4235.0 -> -3245.0:-4235.0
NetworkPoint -200.0:4570.0 -> -200.0:4525.0
NetworkPoint 10.0:-4040.0 -> 55.0:-4040.0
NetworkPoint -3245.0:-4265.0 -> -3200.0:-4265.0
NetworkPoint -4700.0:850.0 -> -4700.0:895.0
NetworkPoint -4730.0:2080.0 -> -4730.0:2035.0
NetworkPoint 2035.0:-4820.0 -> 2080.0:-4820.0
NetworkPoint -4700.0:-1025.0 -> -4700.0:-980.0
NetworkPoint -140.0:-770.0 -> -95.0:-770.0
NetworkPoint -50.0:-4460.0 -> -95.0:-4460.0
NetworkPoint 820.0:-1865.0 -> 820.0:-1910.0
NetworkPoint 280.0:-710.0 -> 280.0:-725.0
NetworkPoint 280.0:2215.0 -> 280.0:2170.0
NetworkPoint 310.0:985.0 -> 310.0:1030.0
NetworkPoint -4700.0:-3905.0 -> -4700.0:-3860.0
NetworkPoint -4730.0:-2675.0 -> -4730.0:-2720.0
NetworkPoint 850.0:-4055.0 -> 
NetworkPoint -4055.0:-770.0 -> -4010.0:-770.0
NetworkPoint 1615.0:-3785.0 -> 1570.0:-3785.0
NetworkPoint 2125.0:3835.0 -> 2110.0:3820.0
NetworkPoint 2140.0:3220.0 -> 2140.0:3265.0
NetworkPoint -1535.0:-770.0 -> -1490.0:-770.0
NetworkPoint -4730.0:-710.0 -> -4730.0:-725.0
NetworkPoint -200.0:4660.0 -> -200.0:4615.0
NetworkPoint 1225.0:-3200.0 -> 1270.0:-3200.0
NetworkPoint 1165.0:-740.0 -> 1120.0:-740.0
NetworkPoint 520.0:4720.0 -> 565.0:4720.0
NetworkPoint -305.0:3115.0 -> -350.0:3115.0
NetworkPoint -1700.0:3115.0 -> -1745.0:3115.0
NetworkPoint -410.0:-4010.0 -> -455.0:-4010.0
NetworkPoint 2515.0:3115.0 -> 2470.0:3115.0
NetworkPoint 820.0:-3830.0 -> 820.0:-3875.0
NetworkPoint 1150.0:4720.0 -> 1195.0:4720.0
NetworkPoint 3685.0:3880.0 -> 3685.0:3925.0
NetworkPoint 3685.0:-2750.0 -> 3685.0:-2705.0
NetworkPoint -815.0:3085.0 -> -770.0:3085.0
NetworkPoint 2410.0:4720.0 -> 2455.0:4720.0
NetworkPoint 3100.0:3085.0 -> 3145.0:3085.0
NetworkPoint -1850.0:-4265.0 -> -1805.0:-4265.0
NetworkPoint 100.0:4750.0 -> 55.0:4750.0
NetworkPoint -170.0:4390.0 -> -170.0:4435.0
NetworkPoint -4700.0:-1070.0 -> -4700.0:-1025.0
NetworkPoint 2050.0:3115.0 -> 2005.0:3115.0
NetworkPoint -3815.0:4750.0 -> -3860.0:4750.0
NetworkPoint 2845.0:-770.0 -> 2890.0:-770.0
NetworkPoint 280.0:-755.0 -> 265.0:-740.0
NetworkPoint 3220.0:3880.0 -> 3235.0:3865.0 3235.0:3850.0 3205.0:3865.0
NetworkPoint 3685.0:3970.0 -> 3685.0:4015.0
NetworkPoint -1940.0:-4235.0 -> -1985.0:-4235.0
NetworkPoint 3685.0:-2660.0 -> 3685.0:-2615.0
NetworkPoint -1670.0:4720.0 -> -1625.0:4720.0
NetworkPoint 1855.0:-3200.0 -> 1900.0:-3200.0
NetworkPoint 1795.0:-740.0 -> 1750.0:-740.0
NetworkPoint -200.0:4615.0 -> -200.0:4570.0
NetworkPoint 3295.0:-4820.0 -> 3340.0:-4820.0
NetworkPoint -3380.0:-740.0 -> -3425.0:-740.0
NetworkPoint 3685.0:-785.0 -> 3685.0:-725.0 3670.0:-755.0 3670.0:-770.0
NetworkPoint 3550.0:4750.0 -> 3505.0:4750.0
NetworkPoint -4700.0:-980.0 -> -4700.0:-935.0
NetworkPoint 850.0:-1130.0 -> 850.0:-1085.0
NetworkPoint 3175.0:4720.0 -> 3205.0:4720.0
NetworkPoint 2245.0:-4790.0 -> 2200.0:-4790.0
NetworkPoint -3590.0:3115.0 -> -3635.0:3115.0
NetworkPoint -2795.0:-770.0 -> -2750.0:-770.0
NetworkPoint 910.0:3085.0 -> 955.0:3085.0
NetworkPoint -1490.0:-740.0 -> -1535.0:-740.0
NetworkPoint 850.0:-1085.0 -> 850.0:-1040.0
NetworkPoint 805.0:-4040.0 -> 
NetworkPoint -4700.0:4735.0 -> -4685.0:4720.0
NetworkPoint 1405.0:-3815.0 -> 1450.0:-3815.0
NetworkPoint -2960.0:3115.0 -> -3005.0:3115.0
NetworkPoint 280.0:2080.0 -> 280.0:2035.0
NetworkPoint 310.0:850.0 -> 310.0:895.0
NetworkPoint -140.0:3115.0 -> -155.0:3115.0
NetworkPoint -170.0:4345.0 -> -170.0:4390.0
NetworkPoint -4700.0:-1115.0 -> -4700.0:-1070.0
NetworkPoint 1435.0:-3170.0 -> 1390.0:-3170.0
NetworkPoint 3655.0:1405.0 -> 3655.0:1360.0
NetworkPoint 3685.0:175.0 -> 3685.0:220.0
NetworkPoint 3595.0:3865.0 -> 3550.0:3865.0
NetworkPoint -3830.0:-4235.0 -> -3875.0:-4235.0
NetworkPoint -620.0:-4040.0 -> -575.0:-4040.0
NetworkPoint -3875.0:-4265.0 -> -3830.0:-4265.0
NetworkPoint 2920.0:3835.0 -> 2965.0:3835.0
NetworkPoint 3685.0:3925.0 -> 3685.0:3970.0
NetworkPoint 3685.0:-2705.0 -> 3685.0:-2660.0
NetworkPoint 3655.0:3280.0 -> 3655.0:3235.0
NetworkPoint 3655.0:-3350.0 -> 3655.0:-3395.0
NetworkPoint 1360.0:4750.0 -> 1315.0:4750.0
NetworkPoint 280.0:2170.0 -> 280.0:2125.0
NetworkPoint 310.0:940.0 -> 310.0:985.0
NetworkPoint -4190.0:4720.0 -> -4145.0:4720.0
NetworkPoint 850.0:-1175.0 -> 850.0:-1130.0
NetworkPoint 985.0:-3785.0 -> 940.0:-3785.0
NetworkPoint -2165.0:-770.0 -> -2120.0:-770.0
NetworkPoint -2930.0:4720.0 -> -2885.0:4720.0
NetworkPoint -4700.0:940.0 -> -4700.0:985.0
NetworkPoint -4730.0:2170.0 -> -4730.0:2125.0
NetworkPoint -110.0:4720.0 -> -65.0:4720.0
NetworkPoint 3115.0:-3200.0 -> 3160.0:-3200.0
NetworkPoint 3055.0:-740.0 -> 3010.0:-740.0
NetworkPoint 3655.0:3370.0 -> 3655.0:3325.0
NetworkPoint 2800.0:3865.0 -> 2755.0:3865.0
NetworkPoint -170.0:4300.0 -> -170.0:4345.0
NetworkPoint 985.0:-4790.0 -> 940.0:-4790.0
NetworkPoint 2140.0:3310.0 -> 2140.0:3355.0
NetworkPoint 3655.0:1360.0 -> 3655.0:1315.0
NetworkPoint 3685.0:130.0 -> 3685.0:175.0
NetworkPoint 2470.0:3085.0 -> 2515.0:3085.0
NetworkPoint -2705.0:3085.0 -> -2660.0:3085.0
NetworkPoint -4100.0:3085.0 -> -4055.0:3085.0
NetworkPoint 3655.0:3235.0 -> 3655.0:3190.0
NetworkPoint 955.0:-770.0 -> 1000.0:-770.0
NetworkPoint -1220.0:-4265.0 -> -1175.0:-4265.0
NetworkPoint -2615.0:-4265.0 -> -2570.0:-4265.0
NetworkPoint -1790.0:4750.0 -> -1835.0:4750.0
NetworkPoint 2215.0:-770.0 -> 2260.0:-770.0
NetworkPoint 280.0:2125.0 -> 280.0:2080.0
NetworkPoint 310.0:895.0 -> 310.0:940.0
NetworkPoint -530.0:4750.0 -> -575.0:4750.0
NetworkPoint 2695.0:-3170.0 -> 2650.0:-3170.0
NetworkPoint 850.0:-1220.0 -> 850.0:-1175.0
NetworkPoint -2570.0:-4235.0 -> -2615.0:-4235.0
NetworkPoint 3655.0:1450.0 -> 3655.0:1405.0
NetworkPoint 3685.0:220.0 -> 3685.0:265.0
NetworkPoint 640.0:-4040.0 -> 685.0:-4040.0
NetworkPoint -2300.0:4720.0 -> -2255.0:4720.0
NetworkPoint 865.0:-740.0 -> 835.0:-755.0 850.0:-755.0 805.0:-740.0
NetworkPoint -4700.0:895.0 -> -4700.0:940.0
NetworkPoint -4730.0:2125.0 -> -4730.0:2080.0
NetworkPoint 2665.0:-4820.0 -> 2710.0:-4820.0
NetworkPoint -4010.0:-740.0 -> -4055.0:-740.0
NetworkPoint 580.0:-4460.0 -> 535.0:-4460.0
NetworkPoint 3655.0:3325.0 -> 3655.0:3280.0
NetworkPoint -4685.0:-770.0 -> -4640.0:-770.0
NetworkPoint 280.0:-665.0 -> 280.0:-710.0
NetworkPoint 1615.0:-4790.0 -> 1570.0:-4790.0
NetworkPoint -4220.0:3115.0 -> -4265.0:3115.0
NetworkPoint -3425.0:-770.0 -> -3380.0:-770.0
NetworkPoint 535.0:-740.0 -> 490.0:-740.0
NetworkPoint 220.0:-4010.0 -> 175.0:-4010.0
NetworkPoint 3655.0:-3485.0 -> 3655.0:-3530.0
NetworkPoint 3430.0:-3815.0 -> 3475.0:-3815.0
NetworkPoint 820.0:-1775.0 -> 820.0:-1820.0
NetworkPoint -200.0:4705.0 -> -200.0:4660.0
NetworkPoint -2075.0:3085.0 -> -2030.0:3085.0
NetworkPoint -170.0:4255.0 -> -170.0:4300.0
NetworkPoint 325.0:3115.0 -> 
NetworkPoint 3145.0:3115.0 -> 3100.0:3115.0
NetworkPoint 3685.0:3055.0 -> 3685.0:3070.0
NetworkPoint 1780.0:4720.0 -> 1825.0:4720.0
NetworkPoint -1445.0:3085.0 -> -1400.0:3085.0
NetworkPoint -4700.0:805.0 -> -4700.0:850.0
NetworkPoint -4730.0:2035.0 -> -4730.0:1990.0
NetworkPoint 3325.0:-3170.0 -> 3280.0:-3170.0
NetworkPoint 2290.0:3835.0 -> 2335.0:3835.0
NetworkPoint 2140.0:3355.0 -> 2140.0:3400.0
NetworkPoint -4730.0:3130.0 -> 
NetworkPoint 820.0:-1910.0 -> 820.0:-1955.0
NetworkPoint 3655.0:-3395.0 -> 3655.0:-3440.0
NetworkPoint 730.0:4750.0 -> 685.0:4750.0
NetworkPoint -4460.0:-4235.0 -> -4505.0:-4235.0
NetworkPoint -4700.0:-3950.0 -> -4700.0:-3905.0
NetworkPoint -4730.0:-2720.0 -> -4730.0:-2765.0
NetworkPoint 1420.0:3115.0 -> 1375.0:3115.0
NetworkPoint -4445.0:4750.0 -> -4490.0:4750.0
NetworkPoint 3010.0:-3785.0 -> 2965.0:-3785.0
NetworkPoint -3185.0:4750.0 -> -3230.0:4750.0
NetworkPoint 3475.0:-770.0 -> 3520.0:-770.0
NetworkPoint 3685.0:4015.0 -> 3685.0:4060.0
NetworkPoint -3560.0:4720.0 -> -3515.0:4720.0
NetworkPoint 3640.0:-3785.0 -> 3595.0:-3785.0
NetworkPoint -1040.0:4720.0 -> -995.0:4720.0
NetworkPoint 2485.0:-3200.0 -> 2530.0:-3200.0
NetworkPoint 2425.0:-740.0 -> 2380.0:-740.0
NetworkPoint 820.0:-1820.0 -> 820.0:-1865.0
NetworkPoint -770.0:-770.0 -> -725.0:-770.0
NetworkPoint -680.0:-4460.0 -> -725.0:-4460.0
NetworkPoint 280.0:145.0 -> 280.0:100.0
NetworkPoint -2030.0:-740.0 -> -2075.0:-740.0
NetworkPoint 2965.0:-4790.0 -> 2920.0:-4790.0
NetworkPoint 3655.0:-4370.0 -> 3655.0:-4415.0
NetworkPoint -4700.0:1705.0 -> -4700.0:1750.0
NetworkPoint -4730.0:2935.0 -> -4730.0:2890.0
NetworkPoint 1945.0:-3200.0 -> 1990.0:-3200.0
NetworkPoint 1885.0:-740.0 -> 1840.0:-740.0
NetworkPoint 1630.0:3085.0 -> 1675.0:3085.0
NetworkPoint -4730.0:4030.0 -> -4730.0:3985.0
NetworkPoint 3250.0:4555.0 -> 3250.0:4600.0
NetworkPoint -2240.0:3115.0 -> -2285.0:3115.0
NetworkPoint -3425.0:-740.0 -> -3470.0:-740.0
NetworkPoint 310.0:1885.0 -> 310.0:1930.0
NetworkPoint -4415.0:-4265.0 -> -4370.0:-4265.0
NetworkPoint -890.0:-4460.0 -> 
NetworkPoint 3640.0:3835.0 -> 3655.0:3850.0 3670.0:3850.0 3655.0:3820.0
NetworkPoint -4700.0:1795.0 -> -4700.0:1840.0
NetworkPoint -4730.0:3025.0 -> -4730.0:2980.0
NetworkPoint 3685.0:-4640.0 -> 3685.0:-4595.0
NetworkPoint -4730.0:3895.0 -> -4730.0:3850.0
NetworkPoint 820.0:-3755.0 -> 820.0:-3770.0
NetworkPoint -50.0:3115.0 -> -95.0:3115.0
NetworkPoint 2080.0:4750.0 -> 2035.0:4750.0
NetworkPoint -305.0:-4490.0 -> -260.0:-4490.0
NetworkPoint -3095.0:4750.0 -> -3140.0:4750.0
NetworkPoint 280.0:2980.0 -> 280.0:2935.0
NetworkPoint 310.0:1750.0 -> 310.0:1795.0
NetworkPoint 910.0:-770.0 -> 955.0:-770.0
NetworkPoint 3655.0:2215.0 -> 3655.0:2170.0
NetworkPoint 3685.0:985.0 -> 3685.0:1030.0
NetworkPoint -1445.0:-770.0 -> -1400.0:-770.0
NetworkPoint 2575.0:-3200.0 -> 2620.0:-3200.0
NetworkPoint 2515.0:-740.0 -> 2470.0:-740.0
NetworkPoint -665.0:-4040.0 -> -620.0:-4040.0
NetworkPoint -3605.0:4720.0 -> -3560.0:4720.0
NetworkPoint -4730.0:3985.0 -> -4730.0:3940.0
NetworkPoint -815.0:-770.0 -> -770.0:-770.0
NetworkPoint -725.0:-4460.0 -> -770.0:-4460.0
NetworkPoint 280.0:3070.0 -> 280.0:3025.0
NetworkPoint 310.0:1840.0 -> 310.0:1885.0
NetworkPoint 1240.0:4720.0 -> 1285.0:4720.0
NetworkPoint 3685.0:-4730.0 -> 3685.0:-4685.0
NetworkPoint 3685.0:-1805.0 -> 3685.0:-1760.0
NetworkPoint 3655.0:-575.0 -> 3655.0:-620.0
NetworkPoint -770.0:-740.0 -> -815.0:-740.0
NetworkPoint 310.0:-4010.0 -> 265.0:-4010.0
NetworkPoint 2125.0:-3815.0 -> 2170.0:-3815.0
NetworkPoint -4700.0:1840.0 -> -4700.0:1885.0
NetworkPoint -4730.0:3070.0 -> -4730.0:3025.0
NetworkPoint -3380.0:3085.0 -> -3335.0:3085.0
NetworkPoint 3385.0:-3815.0 -> 3430.0:-3815.0
NetworkPoint -1895.0:-4265.0 -> -1850.0:-4265.0
NetworkPoint 1495.0:-4820.0 -> 1540.0:-4820.0
NetworkPoint 325.0:-4490.0 -> 370.0:-4490.0
NetworkPoint 2155.0:-3170.0 -> 2110.0:-3170.0
NetworkPoint -4700.0:3715.0 -> -4700.0:3760.0
NetworkPoint 3655.0:-4505.0 -> 3655.0:-4550.0
NetworkPoint -3110.0:-4235.0 -> -3155.0:-4235.0
NetworkPoint -3155.0:-4265.0 -> -3110.0:-4265.0
NetworkPoint -1205.0:4750.0 -> -1250.0:4750.0
NetworkPoint 850.0:-3155.0 -> 850.0:-3110.0
NetworkPoint -1850.0:-4235.0 -> -1895.0:-4235.0
NetworkPoint 2125.0:-4820.0 -> 2170.0:-4820.0
NetworkPoint -1580.0:4720.0 -> -1535.0:4720.0
NetworkPoint -2525.0:-4265.0 -> -2480.0:-4265.0
NetworkPoint 3385.0:-4820.0 -> 3430.0:-4820.0
NetworkPoint 3640.0:4750.0 -> 3595.0:4750.0
NetworkPoint 280.0:-725.0 -> 295.0:-755.0 295.0:-740.0 265.0:-740.0
NetworkPoint -4730.0:3940.0 -> -4730.0:3895.0
NetworkPoint 1705.0:-3785.0 -> 1660.0:-3785.0
NetworkPoint 1375.0:3115.0 -> 1330.0:3115.0
NetworkPoint 2335.0:-4790.0 -> 2290.0:-4790.0
NetworkPoint -2705.0:-770.0 -> -2660.0:-770.0
NetworkPoint 3685.0:-4775.0 -> 3685.0:-4730.0
NetworkPoint -140.0:-740.0 -> -185.0:-740.0
NetworkPoint 1000.0:3085.0 -> 1045.0:3085.0
NetworkPoint 850.0:-3065.0 -> 850.0:-3020.0
NetworkPoint 610.0:4720.0 -> 655.0:4720.0
NetworkPoint 820.0:-965.0 -> 820.0:-1010.0
NetworkPoint 3685.0:-3680.0 -> 3685.0:-3635.0
NetworkPoint 3655.0:-2450.0 -> 3655.0:-2495.0
NetworkPoint 1180.0:-3200.0 -> 1225.0:-3200.0
NetworkPoint 1120.0:-740.0 -> 1075.0:-740.0
NetworkPoint -4700.0:-3005.0 -> -4700.0:-2960.0
NetworkPoint -4730.0:-1775.0 -> -4730.0:-1820.0
NetworkPoint -4055.0:-740.0 -> -4100.0:-740.0
NetworkPoint 1705.0:-4790.0 -> 1660.0:-4790.0
NetworkPoint -350.0:3115.0 -> -395.0:3115.0
NetworkPoint -455.0:-4010.0 -> -500.0:-4010.0
NetworkPoint -4700.0:3670.0 -> -4700.0:3715.0
NetworkPoint -725.0:3085.0 -> -680.0:3085.0
NetworkPoint 2500.0:4720.0 -> 2545.0:4720.0
NetworkPoint -4265.0:3115.0 -> -4310.0:3115.0
